Product ID,Product Name,Catalogue price,Supplier price,CategoryID
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",21808,15701,C0002
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",8098,5830,C0002
FUR-CH-10004754,"Global Stack Chair with Arms, Black",2998,2188,C0002
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",15097,10719,C0002
FUR-CH-10004860,Global Low Back Tilter Chair,10098,9492,C0002
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,7117,5196,C0002
FUR-CH-10004886,Bevis Steel Folding Chairs,9595,6908,C0002
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,16097,12395,C0002
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,18797,15038,C0002
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",497,342,C0004
FUR-FU-10000023,Eldon Wave Desk Accessories,589,329,C0004
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,769,515,C0004
FUR-FU-10000076,24-Hour Round Wall Clock,1998,1138,C0004
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",2271,1340,C0004
FUR-FU-10000175,DAX Wood Document Frame.,1372,947,C0004
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,3247,2988,C0004
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",291,154,C0004
FUR-FU-10000221,"Master Caster Door Stop, Brown",508,335,C0004
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",3247,2176,C0004
FUR-FU-10000246,Aluminum Document Frame,1222,855,C0004
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",809,517,C0004
FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,10534,8005,C0004
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,10529,9897,C0004
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",7097,5962,C0004
FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,6218,4850,C0004
FUR-FU-10000320,OIC Stacking Trays,333,187,C0004
FUR-FU-10000397,Luxo Economy Swing Arm Lamp,1994,1435,C0004
FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",1498,808,C0004
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,1597,1518,C0004
FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",2934,2024,C0004
FUR-FU-10000550,Stacking Trays by OIC,497,333,C0004
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,20984,15528,C0004
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,1379,799,C0004
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",1176,776,C0004
FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",857,548,C0004
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",4131,3760,C0004
FUR-FU-10000732,Eldon 200 Class Desk Accessories,628,427,C0004
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,4598,3816,C0004
FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,624,468,C0004
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,2648,1694,C0004
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",628,364,C0004
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",914,603,C0004
FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,1698,1393,C0004
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",5194,3064,C0004
FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",485,277,C0004
FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",948,521,C0004
FUR-FU-10001057,Tensor Track Tree Floor Lamp,1998,1539,C0004
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,1864,1007,C0004
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,2648,1641,C0004
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",3093,1824,C0004
FUR-FU-10001196,DAX Cubicle Frames - 8x10,577,403,C0004
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",4313,2501,C0004
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,4210,2862,C0004
FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",2672,1496,C0004
FUR-FU-10001424,Dax Clear Box Frame,873,576,C0004
FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,17098,15388,C0004
FUR-FU-10001473,DAX Wood Document Frame,1373,878,C0004
FUR-FU-10001475,"Contract Clock, 14"", Brown",2197,1450,C0004
FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",698,495,C0004
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",10598,8478,C0004
FUR-FU-10001546,Dana Swing-Arm Lamps,1068,801,C0004
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",2918,1663,C0004
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,1220,707,C0004
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",3793,3110,C0004
FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",1040,686,C0004
FUR-FU-10001706,Longer-Life Soft White Bulbs,308,160,C0004
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,267,165,C0004
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",1904,1351,C0004
FUR-FU-10001847,Eldon Image Series Black Desk Accessories,413,264,C0004
FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",174,118,C0004
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",1939,989,C0004
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",1064,766,C0004
FUR-FU-10001876,"Computer Room Manger, 14""",3248,2078,C0004
FUR-FU-10001889,Ultra Door Pull Handle,1052,704,C0004
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,472,288,C0004
FUR-FU-10001934,Magnifier Swing Arm Lamp,2098,1552,C0004
FUR-FU-10001935,3M Hangers With Command Adhesive,370,218,C0004
FUR-FU-10001940,Staple-based wall hangings,796,445,C0004
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,1998,1499,C0004
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,4097,2949,C0004
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",5098,3568,C0004
FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",2222,1244,C0004
FUR-FU-10002045,"Executive Impressions 14""",2223,1244,C0004
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,898,520,C0004
FUR-FU-10002107,Eldon Pizzaz Desk Accessories,223,124,C0004
FUR-FU-10002111,"Master Caster Door Stop, Large Brown",727,451,C0004
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",7070,6576,C0004
FUR-FU-10002157,Artistic Insta-Plaque,1568,956,C0004
FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,698,362,C0004
FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,394,236,C0004
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",4293,2619,C0004
FUR-FU-10002268,Ultra Door Push Plate,490,328,C0004
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",11097,9322,C0004
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",738,523,C0004
FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,4147,3649,C0004
FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",1258,729,C0004
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",948,568,C0004
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",727,414,C0004
FUR-FU-10002501,Nu-Dell Executive Frame,1264,796,C0004
FUR-FU-10002505,Eldon 100 Class Desk Accessories,336,229,C0004
FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",1299,1143,C0004
FUR-FU-10002508,Document Clip Frames,834,483,C0004
FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",3665,2675,C0004
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",2399,1847,C0004
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",493,286,C0004
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,1340,696,C0004
FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",1870,1159,C0004
FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",6445,5671,C0004
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,1998,1278,C0004
FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",2023,1295,C0004
FUR-FU-10002874,Ultra Commercial Grade Dual Valve Door Closer,3988,2712,C0004
FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",2847,1794,C0004
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,482,298,C0004
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,9098,8097,C0004
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",9923,4961,C0004
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",627,364,C0004
FUR-FU-10002963,"Master Caster Door Stop, Gray",508,335,C0004
FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",484,295,C0004
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",4313,2846,C0004
FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",3397,2378,C0004
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",759,432,C0004
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",528,364,C0004
FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,8884,6574,C0004
FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",965,675,C0004
FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,2098,1951,C0004
FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,3997,3198,C0004
FUR-FU-10003274,Regeneration Desk Collection,176,98,C0004
FUR-FU-10003347,Coloredge Poster Frame,1420,866,C0004
FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,4934,3552,C0004
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",6995,5806,C0004
FUR-FU-10003424,Nu-Dell Oak Frame,1068,726,C0004
FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",2027,1379,C0004
FUR-FU-10003489,Contemporary Borderless Frame,861,542,C0004
FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,2742,1617,C0004
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",6877,4126,C0004
FUR-FU-10003577,Nu-Dell Leatherette Frames,1434,917,C0004
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",9223,7562,C0004
FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",2706,1948,C0004
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",9546,6777,C0004
FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",1235,691,C0004
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",6065,4791,C0004
FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,836,619,C0004
FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",998,718,C0004
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,7952,7077,C0004
FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",1978,1305,C0004
FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",1778,1226,C0004
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",15135,13622,C0004
FUR-FU-10003829,Stackable Trays,307,209,C0004
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",938,675,C0004
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",2023,1234,C0004
FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",1528,1008,C0004
FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,4089,2944,C0004
FUR-FU-10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,7869,4564,C0004
FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,4331,3897,C0004
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",1258,830,C0004
FUR-FU-10003981,Eldon Wave Desk Accessories,208,120,C0004
FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",4264,3539,C0004
FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",10753,8602,C0004
FUR-FU-10004018,Tensor Computer Mounted Lamp,1489,1086,C0004
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,547,311,C0004
FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,2023,1153,C0004
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,10401,8944,C0004
FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",2223,1489,C0004
FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",4694,2769,C0004
FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,3422,2396,C0004
FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",495,277,C0004
FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,10230,7570,C0004
FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",2028,1257,C0004
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",418,267,C0004
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,19430,14378,C0004
FUR-FU-10004351,Staple-based wall hangings,974,545,C0004
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",448,309,C0004
FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",3929,2514,C0004
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,664,345,C0004
FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",2094,1067,C0004
FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,5549,4828,C0004
FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,5420,4281,C0004
FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",13697,10136,C0004
FUR-FU-10004666,DAX Clear Channel Poster Frame,1458,918,C0004
FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",1766,1095,C0004
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",1414,1046,C0004
FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",6394,3900,C0004
FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",5165,4132,C0004
FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",5174,3622,C0004
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",6394,4347,C0004
