Order ID,Product ID,Quantity,Sales,Discount,Profit
CA-2014-139892,OFF-ST-10000991,3,27592,0.2,-5863
CA-2014-139892,FUR-CH-10004287,9,174006,0.3,-2485
CA-2014-139892,OFF-AR-10002656,6,3206,0.2,681
CA-2014-139892,OFF-AP-10002518,5,17798,0.8,-45384
CA-2014-139892,TEC-PH-10003931,3,14397,0.2,899
CA-2014-118962,OFF-PA-10000659,3,2094,0.0,984
CA-2014-118962,OFF-PA-10001144,2,11096,0.0,5326
CA-2014-118962,FUR-CH-10003817,7,34014,0.2,2125
US-2014-100853,OFF-AP-10000891,2,5244,0.8,-13112
US-2014-100853,OFF-LA-10003148,4,2016,0.2,655
US-2017-152366,OFF-AP-10002684,4,9726,0.8,-24316
US-2015-101511,FUR-CH-10004698,7,39680,0.3,-1133
US-2015-101511,OFF-SU-10002189,5,1588,0.2,-377
CA-2015-137225,OFF-AR-10001940,1,328,0.0,141
CA-2014-166191,OFF-ST-10003455,2,2481,0.2,186
CA-2014-166191,TEC-AC-10004659,7,40874,0.2,7663
CA-2014-158274,TEC-PH-10003273,4,50396,0.0,13102
CA-2014-158274,TEC-PH-10004896,5,14994,0.0,4198
CA-2014-158274,TEC-AC-10002345,2,2900,0.0,725
CA-2016-105018,OFF-BI-10001890,2,716,0.0,343
CA-2014-123260,TEC-AC-10002323,8,17680,0.0,2298
CA-2016-157000,OFF-ST-10001328,3,3722,0.2,372
CA-2016-157000,OFF-PA-10001950,3,2001,0.2,625
CA-2015-102281,FUR-BO-10002613,4,89913,0.2,11239
CA-2015-102281,TEC-PH-10001552,6,7176,0.0,2009
CA-2015-102281,OFF-PA-10000061,8,5184,0.0,2488
CA-2015-102281,FUR-BO-10002545,3,62635,0.2,4697
CA-2015-102281,OFF-AR-10003514,5,1989,0.0,656
CA-2015-131457,OFF-EN-10001509,7,1428,0.0,671
CA-2014-140004,OFF-AR-10004685,2,740,0.2,120
CA-2014-140004,OFF-AR-10004027,3,604,0.2,158
CA-2017-107720,OFF-ST-10001414,3,4626,0.0,1202
US-2017-124303,OFF-BI-10000343,2,294,0.7,-225
US-2017-124303,OFF-PA-10002749,3,1605,0.2,582
CA-2017-105074,OFF-PA-10002666,3,2174,0.2,679
CA-2014-133690,FUR-TA-10004289,2,21875,0.5,-16187
CA-2014-133690,OFF-AP-10003622,1,260,0.2,29
US-2017-116701,OFF-AP-10003217,2,6628,0.8,-17896
CA-2017-126382,FUR-FU-10002960,7,3516,0.2,967
CA-2017-108329,TEC-PH-10001918,4,44476,0.2,4447
CA-2017-135860,OFF-ST-10000642,4,8392,0.0,587
CA-2017-135860,TEC-PH-10001700,2,13197,0.0,3563
CA-2017-135860,OFF-BI-10003274,4,1592,0.0,748
CA-2017-135860,OFF-FA-10000134,9,5229,0.0,1620
CA-2017-135860,OFF-ST-10001522,1,9199,0.0,367
CA-2015-101007,TEC-AC-10001266,2,2080,0.2,650
CA-2015-146262,OFF-LA-10004544,2,2368,0.2,888
CA-2015-146262,FUR-BO-10004695,5,45245,0.5,-24432
CA-2015-146262,TEC-PH-10002844,3,6298,0.4,-1469
CA-2015-146262,TEC-MA-10000864,9,118800,0.7,-95040
CA-2015-146262,TEC-AC-10000109,2,8958,0.2,447
CA-2016-130162,OFF-ST-10001328,6,9306,0.0,2605
CA-2016-130162,TEC-PH-10002563,3,30237,0.2,2267
CA-2015-169397,OFF-FA-10000585,2,558,0.2,181
CA-2015-169397,OFF-PA-10004000,6,2270,0.2,823
CA-2015-169397,OFF-BI-10002852,4,1977,0.7,-1384
CA-2015-169397,FUR-FU-10000087,4,7270,0.2,1908
CA-2015-169397,TEC-MA-10001148,4,47998,0.7,-38399
CA-2015-169397,OFF-AR-10001958,2,2716,0.2,271
CA-2015-163055,OFF-AR-10001026,1,220,0.0,96
CA-2015-163055,FUR-TA-10003748,5,62245,0.0,13693
CA-2015-163055,OFF-ST-10002485,1,2198,0.0,21
US-2015-145436,FUR-CH-10004860,2,16156,0.2,-2827
US-2015-145436,FUR-CH-10004477,8,38969,0.2,4384
US-2014-156216,OFF-BI-10001679,7,1864,0.7,-1243
US-2017-100930,FUR-TA-10001705,2,23386,0.45,-10204
US-2017-100930,FUR-TA-10003473,3,62061,0.45,-24824
US-2017-100930,OFF-BI-10001679,2,532,0.7,-355
US-2017-100930,FUR-FU-10004017,3,25807,0.2,0
US-2017-100930,TEC-AC-10003832,3,61797,0.2,-772
CA-2017-160514,OFF-PA-10002479,2,1056,0.0,475
CA-2016-157749,OFF-PA-10003349,5,2592,0.2,939
CA-2016-157749,FUR-FU-10000576,5,41968,0.6,-35672
CA-2016-157749,FUR-FU-10004351,3,1168,0.6,-467
CA-2016-157749,TEC-PH-10000011,2,3198,0.2,1119
CA-2016-157749,FUR-TA-10002607,5,17722,0.5,-12051
CA-2016-157749,FUR-FU-10002505,3,404,0.6,-283
CA-2016-157749,OFF-AR-10004685,2,740,0.2,120
CA-2014-131926,FUR-CH-10004063,7,200186,0.0,58053
CA-2014-131926,OFF-ST-10002276,2,16672,0.0,4168
CA-2014-131926,OFF-PA-10004082,6,4788,0.0,2394
CA-2014-131926,OFF-AP-10002945,5,150325,0.0,49607
CA-2014-131926,OFF-PA-10000061,4,2592,0.0,1244
CA-2016-154739,FUR-CH-10002965,2,32156,0.2,2813
CA-2016-145625,OFF-PA-10004569,1,761,0.0,357
CA-2016-145625,TEC-AC-10003832,13,334737,0.0,63600
CA-2016-146941,OFF-ST-10001228,6,8058,0.0,2256
CA-2016-146941,OFF-EN-10003296,4,36192,0.0,16286
US-2015-159982,FUR-FU-10002505,9,1213,0.6,-849
US-2015-159982,OFF-ST-10004804,2,8236,0.2,-1956
US-2015-159982,OFF-ST-10001590,5,5392,0.2,404
US-2015-159982,TEC-PH-10001580,6,64790,0.2,5669
CA-2017-163139,TEC-AC-10000290,3,2037,0.0,692
CA-2017-163139,OFF-ST-10002790,3,22155,0.0,664
CA-2017-163139,OFF-BI-10003460,5,1752,0.2,613
US-2017-155299,OFF-AP-10002203,2,162,0.8,-446
US-2014-106992,TEC-MA-10000822,3,305998,0.4,-50999
US-2014-106992,TEC-MA-10003353,7,251995,0.4,-25199
CA-2016-125318,TEC-PH-10001433,4,32822,0.2,2871
CA-2015-155040,TEC-AC-10004469,2,7990,0.0,3515
CA-2017-136826,OFF-AR-10003602,3,1401,0.2,473
CA-2016-111010,OFF-FA-10003472,6,756,0.0,30
US-2017-145366,OFF-ST-10004180,1,3720,0.2,-744
US-2017-145366,OFF-EN-10004386,3,5757,0.2,2159
CA-2017-163979,OFF-ST-10003208,4,72584,0.0,21049
CA-2015-155334,TEC-AC-10003628,7,20993,0.0,9236
CA-2015-155334,FUR-FU-10003274,3,528,0.0,232
CA-2015-155334,OFF-BI-10002557,3,1092,0.2,409
CA-2017-118136,OFF-PA-10002615,2,882,0.0,405
CA-2017-118136,OFF-AR-10001427,1,598,0.0,155
CA-2017-132976,OFF-PA-10000673,2,1164,0.2,407
CA-2017-132976,OFF-PA-10004470,4,1817,0.2,590
CA-2017-132976,OFF-ST-10000876,6,5971,0.2,597
CA-2017-132976,OFF-LA-10002043,3,2484,0.2,869
US-2015-161991,OFF-BI-10004967,5,208,0.8,-343
US-2015-161991,TEC-PH-10001760,7,111440,0.2,37611
CA-2015-130890,FUR-TA-10002903,5,103883,0.2,5194
CA-2015-130883,OFF-PA-10000474,5,14176,0.2,4784
CA-2015-130883,TEC-AC-10001956,5,23980,0.2,4796
CA-2015-130883,OFF-PA-10004100,6,3110,0.2,1088
CA-2016-112697,OFF-BI-10000778,7,25405,0.7,-16937
CA-2016-112697,OFF-AP-10002684,2,19452,0.2,2431
CA-2016-112697,OFF-SU-10000646,5,96148,0.2,-20431
CA-2016-110772,OFF-FA-10002983,7,1909,0.2,668
CA-2016-110772,OFF-LA-10004689,8,1849,0.2,624
CA-2016-110772,TEC-AC-10002001,2,25598,0.2,5439
CA-2016-110772,FUR-BO-10004709,3,8697,0.5,-4870
CA-2014-111451,FUR-FU-10004091,8,30041,0.2,7885
CA-2014-111451,FUR-CH-10001891,3,23035,0.2,2015
CA-2014-111451,FUR-FU-10002918,3,21835,0.2,-2456
CA-2014-111451,OFF-BI-10004593,5,7859,0.7,-6288
CA-2014-111451,OFF-FA-10004854,3,2755,0.2,929
CA-2016-142545,OFF-PA-10002105,5,3240,0.0,1555
CA-2016-142545,OFF-ST-10002756,8,108248,0.0,1082
CA-2016-142545,OFF-PA-10004243,3,5691,0.0,2731
CA-2016-142545,FUR-FU-10001861,4,7759,0.0,3802
CA-2016-142545,OFF-BI-10002706,1,1428,0.0,656
US-2017-152380,FUR-TA-10002533,3,21907,0.5,-13144
CA-2015-144253,FUR-FU-10002671,2,2680,0.0,1286
CA-2014-130960,OFF-AR-10003651,3,984,0.0,285
CA-2014-111003,OFF-BI-10001072,3,4548,0.0,2092
CA-2014-111003,OFF-AR-10002135,6,28920,0.0,8386
CA-2017-126774,OFF-AR-10002804,1,488,0.0,200
CA-2016-142902,FUR-FU-10001918,4,1513,0.2,359
CA-2016-142902,FUR-CH-10004086,2,46676,0.2,5251
CA-2016-142902,FUR-FU-10001756,1,1523,0.2,171
CA-2016-142902,OFF-LA-10000634,3,626,0.2,203
CA-2014-120887,FUR-FU-10001588,3,8754,0.0,3764
CA-2014-167850,TEC-PH-10002398,2,17838,0.2,2229
CA-2014-167850,OFF-PA-10001937,3,1555,0.2,544
CA-2014-164259,OFF-AR-10003373,4,9913,0.2,867
CA-2014-164973,FUR-CH-10002602,1,13588,0.1,2415
CA-2014-164973,TEC-MA-10002927,2,399198,0.0,199599
CA-2014-164973,TEC-PH-10004093,6,27594,0.0,8002
CA-2014-164973,TEC-AC-10000892,4,36000,0.0,12960
CA-2014-164973,OFF-ST-10002974,1,4357,0.0,1307
CA-2014-156601,OFF-FA-10000624,2,716,0.0,358
CA-2016-162138,OFF-BI-10004593,6,25152,0.2,8174
CA-2016-162138,TEC-AC-10001908,1,9999,0.0,3499
CA-2017-153339,FUR-FU-10001967,1,1599,0.2,99
US-2016-141544,TEC-PH-10003645,3,29089,0.4,-6787
US-2016-141544,OFF-ST-10000675,2,5422,0.2,338
US-2016-141544,FUR-CH-10003312,4,78674,0.3,-25850
US-2016-141544,OFF-LA-10001074,10,10024,0.2,3383
US-2016-141544,OFF-BI-10001524,6,3776,0.7,-2769
US-2016-150147,TEC-PH-10004614,2,8280,0.4,-2070
US-2016-150147,OFF-BI-10001153,2,2072,0.7,-1381
US-2016-150147,OFF-BI-10001982,3,489,0.7,-342
CA-2015-137946,OFF-BI-10001922,1,475,0.2,160
CA-2015-137946,TEC-CO-10001449,2,95998,0.2,33599
CA-2015-137946,OFF-BI-10004140,4,1436,0.2,449
CA-2014-129924,OFF-BI-10003314,2,771,0.2,279
CA-2014-129924,FUR-TA-10004575,3,69835,0.2,-1745
CA-2015-128167,OFF-FA-10000490,4,496,0.0,233
CA-2014-122336,OFF-AR-10000122,4,1785,0.2,111
CA-2014-122336,OFF-BI-10003656,10,50997,0.7,-40797
CA-2014-122336,OFF-FA-10002780,13,3099,0.2,1007
CA-2014-122336,TEC-PH-10000702,12,7192,0.4,839
US-2015-120712,OFF-ST-10000107,4,8880,0.2,-222
CA-2017-169901,TEC-PH-10002293,3,4797,0.2,479
CA-2017-134306,OFF-AR-10004027,3,756,0.0,309
CA-2017-134306,OFF-PA-10000249,2,2456,0.0,1154
CA-2017-134306,OFF-AR-10001374,2,1296,0.0,414
CA-2016-129714,TEC-AC-10000290,1,679,0.0,230
CA-2016-129714,OFF-PA-10001970,2,2456,0.0,1154
CA-2016-129714,OFF-BI-10002160,1,304,0.2,106
CA-2016-129714,OFF-BI-10004995,4,435516,0.2,141542
CA-2016-138520,FUR-BO-10002268,6,38870,0.2,-485
CA-2016-138520,OFF-EN-10001137,2,826,0.0,379
CA-2016-138520,OFF-AR-10002399,4,1704,0.0,698
CA-2016-138520,OFF-PA-10002713,5,3440,0.0,1582
CA-2016-130001,OFF-PA-10002666,5,3624,0.2,1132
CA-2017-155698,OFF-AP-10001124,8,64784,0.0,16843
CA-2017-155698,OFF-LA-10001158,2,2070,0.0,993
CA-2017-144904,OFF-LA-10001158,2,2070,0.0,993
CA-2017-144904,FUR-CH-10000785,3,48864,0.1,8687
CA-2017-144904,OFF-AR-10003732,2,556,0.0,144
CA-2017-144904,FUR-FU-10000023,8,4712,0.0,2073
CA-2014-123344,OFF-ST-10001713,4,21196,0.0,847
CA-2016-155516,OFF-BI-10002412,4,2320,0.0,1044
CA-2016-155516,OFF-SU-10001225,2,736,0.0,14
CA-2016-155516,OFF-ST-10002406,7,10479,0.0,2934
CA-2016-155516,FUR-BO-10002545,4,104392,0.0,27141
CA-2017-104745,OFF-PA-10002036,5,2592,0.2,939
CA-2017-104745,OFF-ST-10002205,3,5342,0.2,467
US-2014-119137,OFF-BI-10001982,5,816,0.7,-571
US-2014-119137,TEC-AC-10003911,8,102393,0.2,17918
US-2014-119137,OFF-AR-10000658,1,924,0.2,92
US-2014-119137,TEC-AC-10002076,10,47904,0.2,-2994
US-2016-134656,OFF-PA-10003039,4,9913,0.2,3098
US-2017-134481,FUR-TA-10004915,7,148842,0.3,-29768
CA-2015-130792,OFF-AP-10000696,3,865,0.8,-2033
CA-2015-130792,OFF-ST-10003327,3,2383,0.2,268
CA-2015-130792,OFF-BI-10000309,4,1217,0.8,-1887
CA-2016-134775,OFF-PA-10004734,7,5096,0.0,2548
CA-2016-134775,OFF-BI-10002225,3,4953,0.2,1733
CA-2015-125395,TEC-AC-10004708,2,4190,0.0,879
US-2015-168935,FUR-TA-10000617,3,37545,0.45,-15700
US-2015-168935,TEC-AC-10002335,3,8397,0.2,-104
CA-2015-122756,TEC-MA-10001681,4,48234,0.7,-33763
CA-2015-122756,FUR-FU-10001935,1,296,0.2,77
CA-2014-115973,OFF-AR-10004757,1,262,0.2,42
CA-2017-101798,OFF-BI-10000050,4,2336,0.2,788
CA-2017-101798,TEC-AC-10001998,2,3997,0.0,1359
US-2014-135972,TEC-PH-10003012,2,24638,0.2,2771
US-2014-135972,TEC-CO-10002313,3,179997,0.0,70198
US-2014-134971,OFF-BI-10003982,3,1246,0.8,-2056
CA-2017-102946,OFF-BI-10004492,3,7579,0.2,2557
CA-2017-165603,OFF-ST-10000798,2,4996,0.0,949
CA-2017-165603,OFF-PA-10002552,2,1296,0.0,622
CA-2015-122259,OFF-SU-10002573,4,7012,0.0,2103
CA-2016-108987,OFF-ST-10001580,3,3595,0.2,359
CA-2016-108987,FUR-BO-10004834,4,239626,0.32,-31715
CA-2016-108987,OFF-ST-10000934,4,13113,0.2,-3278
CA-2016-108987,TEC-AC-10000158,2,5758,0.2,71
CA-2014-113166,OFF-PA-10001947,2,956,0.2,346
CA-2014-155208,OFF-AR-10003478,6,3907,0.2,976
CA-2017-117933,OFF-AP-10004249,3,3590,0.0,969
CA-2017-117457,TEC-AC-10000158,5,17995,0.0,3778
CA-2017-117457,TEC-CO-10004115,3,119997,0.2,43499
CA-2017-117457,OFF-PA-10003724,5,2715,0.0,1330
CA-2017-117457,FUR-TA-10002041,7,100402,0.2,-11295
CA-2017-117457,OFF-PA-10002893,1,968,0.0,464
CA-2017-117457,OFF-LA-10003766,9,2835,0.0,1360
CA-2017-117457,OFF-PA-10001970,1,5598,0.0,2743
CA-2017-117457,FUR-BO-10001972,13,133682,0.15,3145
CA-2017-117457,FUR-CH-10003956,2,11356,0.2,-1845
CA-2017-142636,OFF-PA-10000157,7,13986,0.0,6573
CA-2017-142636,FUR-CH-10001891,4,30713,0.2,2687
CA-2017-122105,OFF-AR-10004344,8,9592,0.0,2589
CA-2016-148796,FUR-CH-10004886,5,38380,0.2,3838
CA-2017-154816,OFF-PA-10003845,1,578,0.0,283
CA-2017-110478,OFF-AR-10001573,4,932,0.0,270
CA-2017-110478,OFF-EN-10000483,1,1525,0.0,701
CA-2014-142048,TEC-AC-10004114,6,19675,0.2,5656
CA-2017-125388,FUR-FU-10004712,4,5656,0.0,1470
CA-2017-125388,OFF-ST-10000918,3,3270,0.0,850
CA-2017-155705,FUR-CH-10000015,4,86640,0.0,22526
CA-2017-149160,FUR-FU-10003347,2,2840,0.0,1107
CA-2017-149160,OFF-BI-10001543,8,28792,0.0,13820
CA-2014-101476,TEC-MA-10000029,1,6998,0.0,3009
CA-2017-152275,OFF-AR-10000369,6,667,0.2,50
US-2016-123750,OFF-BI-10004584,2,18958,0.7,-14535
US-2016-123750,TEC-AC-10004659,7,40874,0.2,7663
US-2016-123750,OFF-ST-10000617,2,476,0.2,-77
CA-2016-127369,OFF-ST-10003306,5,71430,0.0,20714
US-2014-150574,OFF-BI-10000773,2,481,0.7,-368
US-2014-150574,TEC-AC-10002600,5,24780,0.2,-1858
CA-2016-147375,TEC-MA-10002937,3,100797,0.3,4319
CA-2016-147375,OFF-PA-10001970,7,31348,0.2,11363
CA-2017-130043,OFF-PA-10002230,8,3187,0.2,1155
CA-2017-157252,FUR-CH-10003396,3,20784,0.1,230
CA-2016-115756,FUR-FU-10000246,1,1222,0.0,366
CA-2016-115756,OFF-ST-10000060,3,19494,0.0,2339
CA-2016-115756,OFF-ST-10003058,3,7095,0.0,2057
CA-2016-115756,OFF-PA-10002222,4,9136,0.0,4202
CA-2016-115756,FUR-CH-10002372,3,24294,0.0,2915
